target_dates,op_rate_0d_all_cars,op_rate_1d_all_cars,op_rate_2d_all_cars,op_rate_3d_all_cars,op_rate_4d_all_cars,op_rate_5d_all_cars,op_rate_6d_all_cars,op_rate_7d_all_cars,op_rate_0d_major_cars,op_rate_1d_major_cars,op_rate_2d_major_cars,op_rate_3d_major_cars,op_rate_4d_major_cars,op_rate_5d_major_cars,op_rate_6d_major_cars,op_rate_7d_major_cars,click_d_day,click_d_1,click_d_2,click_d_3,click_d_4,click_d_5,click_d_6,click_d_7,is_clean,avg_precipitation,avg_temperature,month,year,week,weekday,is_weekend
2020-03-05,0.377959609,0.1728195457,0.09974327201,0.06525383358,0.04627435373,0.03719691625,0.03123624402,0.02356153934,0.3995039401,0.1818175206,0.1071251927,0.06654774374,0.04585624509,0.03652788688,0.03030898141,0.02165706555,196123,15810,7859,3567,1965,1567,1304,778,0,0.8,2.5,3,2020,10,3,False
2019-09-20,0.3487014592,0.1454161853,0.09291359509,0.06959164652,0.05280157352,0.03953348581,0.03365222793,0.03129796973,0.3749334509,0.1458765234,0.09677917867,0.07277796867,0.05278326245,0.03705481693,0.03052143734,0.02819020125,235525,20022,11895,9565,6678,3484,2195,1751,0,0.2,19.3,9,2019,38,4,False
2019-09-08,0.3810384016,0.1347194682,0.0956729504,0.08130200283,0.07324786556,0.0678461982,0.05926885292,0.0508811941,0.3923785476,0.1302253253,0.09154110871,0.07885889924,0.0728158877,0.06713224408,0.05737962831,0.047275925,295174,14536,8015,5475,5402,4175,3850,1190,0,18.8,24.4,9,2019,36,6,True
2020-11-15,0.4837897137,0.2661344616,0.2010065972,0.1642315123,0.1391541781,0.1176250863,0.09802372086,0.08352416634,0.4796036632,0.2703966428,0.2002405187,0.1618049746,0.1337260643,0.1118673313,0.09268490116,0.07725258722,255024,21375,12645,9073,8227,6646,5010,2542,0,0.0,11.6,11,2020,46,6,True
2019-10-19,0.4956102681,0.2266894953,0.1589540329,0.1258451755,0.1027153474,0.08472971498,0.06970982603,0.06232905156,0.4986622017,0.2138675442,0.1493541752,0.1168753599,0.09483011107,0.07739201974,0.06009214315,0.05284245167,320281,34050,21357,18443,13925,9475,5254,4065,0,3.5,16.7,10,2019,42,5,True
2019-11-19,0.3046389479,0.1207691689,0.06599417978,0.05470295995,0.04692766532,0.03732977475,0.03083685708,0.02508481116,0.3442703288,0.1304990197,0.07177025603,0.05623226355,0.0475769603,0.03883096518,0.03246604414,0.02592138828,204559,10451,4263,3682,2697,2109,1435,1513,0,1.1,3.8,11,2019,47,1,False
2020-05-09,0.3887443506,0.1703162083,0.1046846953,0.07606963871,0.05899125977,0.04682210536,0.03718662281,0.03009083571,0.3930388296,0.1726995629,0.100544916,0.07474407637,0.05742322291,0.04458534622,0.0350557856,0.02714228203,234937,24043,15210,11189,7201,5327,3231,2587,0,388.5,15.7,5,2020,19,5,True
2020-02-21,0.3949815414,0.1937510841,0.1209260442,0.09101450773,0.06832546621,0.05332541086,0.04541129839,0.03949305984,0.4035591672,0.1941791088,0.1190163387,0.08601411037,0.06398480087,0.0496711935,0.04108629537,0.03659696162,200143,32891,15776,9503,5625,3312,2685,2510,0,4.9,7.1,2,2020,8,4,False
2020-12-06,0.384307655,0.1911533544,0.1276718562,0.09208345868,0.07315044625,0.05921831127,0.04707493482,0.03986913357,0.3848585663,0.1968304405,0.1269721956,0.08936570847,0.06885031813,0.05383866339,0.04078022262,0.03310023841,219170,15496,8537,5975,4457,3621,2607,1114,0,0.0,4.4,12,2020,49,6,True
2020-05-07,0.3372564174,0.141943605,0.07403442362,0.05361619666,0.03952798895,0.03313322402,0.02733848588,0.02211064886,0.3451439243,0.1486111111,0.07688348286,0.05363037727,0.03869335174,0.03179060271,0.02509201748,0.01976075454,183585,13149,6962,4397,2455,2260,1923,1320,1,0.0,17.8,5,2020,19,3,False
2020-08-30,0.3795780495,0.187165909,0.1248640395,0.09518862487,0.07807038339,0.0648229492,0.05821840603,0.05567059906,0.3809164366,0.1902172676,0.1243323014,0.0926052384,0.07453185226,0.06158570822,0.05472946827,0.05134639898,281924,21393,11304,7137,6402,4727,3005,1533,0,81.5,26.7,8,2020,35,6,True
2019-11-27,0.3129566995,0.1251814556,0.07070163678,0.0452767696,0.03918531406,0.03326906816,0.02647872079,0.02191937631,0.3448107903,0.1316876091,0.07687628881,0.05005579704,0.04308487579,0.03417712964,0.02784247597,0.02301772154,185538,12719,5014,2588,2149,2039,1538,1359,0,5.0,6.3,11,2019,48,2,False
2021-04-17,0.4851261057,0.2611929151,0.1954000095,0.158010267,0.129958031,0.1078265045,0.09056053493,0.08158344003,0.4847936137,0.269820963,0.1996952488,0.1588572003,0.1299569743,0.1073129889,0.08925760665,0.07909403256,305874,36264,23334,18570,14165,14097,5927,5143,0,1.8,10.6,4,2021,15,5,True
2020-01-29,0.3603419879,0.1535013322,0.08298403118,0.06485806175,0.05619028748,0.05024507402,0.04370250852,0.03625411632,0.3736427442,0.1574001793,0.08183168532,0.0638408217,0.05611212305,0.04970436869,0.04336889583,0.03515229711,202218,14509,5920,3418,3062,2803,2545,1922,0,8.2,6.0,1,2020,5,2,False
2021-01-20,0.3232142243,0.160931121,0.09710808854,0.06827883778,0.05750435545,0.04904009634,0.03956568853,0.03213125636,0.3207438462,0.1631612956,0.09404086923,0.06449359808,0.05511108123,0.04653347377,0.03741708126,0.02972655491,160385,13840,5699,3489,2709,2033,1647,903,1,0.0,-0.4,1,2021,3,2,False
2020-07-05,0.46222548,0.225120416,0.1578516694,0.1197167488,0.09442323481,0.0758682266,0.06290093049,0.05363574165,0.4737350328,0.2358535461,0.1657369795,0.1247853625,0.09643358256,0.07553156521,0.0610600887,0.05115119314,295815,21441,12558,8099,5410,4899,3559,1672,0,0.6,22.2,7,2020,27,6,True
2020-07-22,0.3442498397,0.1812802655,0.1182450727,0.08825289733,0.0790278242,0.07208796789,0.06039048189,0.05397011081,0.3572073572,0.1915688234,0.12466079,0.0899313439,0.08045494839,0.07227998842,0.06094246095,0.05402936201,210889,17660,8045,4386,4369,3730,3016,2295,0,294.0,23.1,7,2020,30,2,False
2020-07-16,0.4074120592,0.2143303939,0.1427811306,0.1073109738,0.08303912916,0.07245374236,0.0619478702,0.05390098837,0.4215675337,0.2288286703,0.1536594522,0.1153956244,0.08957123585,0.07606897765,0.06411871664,0.05355856648,227298,20986,13285,8187,4528,4002,3515,3314,0,4.0,22.3,7,2020,29,3,False
2021-05-17,0.3112118387,0.1661828347,0.1316638109,0.1127213216,0.09563947102,0.08437348974,0.0733183955,0.0648592988,0.303816352,0.1625309749,0.1249011605,0.1053698619,0.08905045637,0.07777886735,0.06669639633,0.05826002092,189267,13095,10533,7348,4754,4027,2855,2107,1,0.0,17.9,5,2021,20,0,False
2019-11-05,0.3095940796,0.1159604924,0.06197010688,0.05006153386,0.04170394998,0.03236628522,0.02595377482,0.02145419336,0.3256514819,0.1186487306,0.06226237307,0.04960595937,0.03937935306,0.0302581032,0.02298844894,0.01846983085,193393,11399,4257,3417,2510,2136,1459,1208,0,0.0,12.3,11,2019,45,1,False
2021-03-18,0.327333928,0.1681142075,0.108932609,0.07831414951,0.05604765692,0.0487530514,0.04235698421,0.03532312364,0.3217458843,0.1707218232,0.1073872786,0.07611902014,0.05389804483,0.04680842347,0.04036363701,0.03421098571,180075,14002,8110,4691,2175,2125,1716,1514,1,0.0,10.4,3,2021,11,3,False
2020-07-03,0.3546422941,0.1801267869,0.1146685234,0.08260855235,0.06341885131,0.05055338796,0.04376084081,0.0384679826,0.3670979617,0.1900990539,0.1170110696,0.08159487564,0.06159911799,0.04762280607,0.04039355163,0.03412992433,239153,20408,10382,8904,6231,3319,2710,2303,0,65.3,22.0,7,2020,27,4,False
2020-09-15,0.3716874314,0.1971115878,0.1291316345,0.1069337301,0.08823001839,0.07043401423,0.05580776343,0.04470640355,0.3818291327,0.2095293421,0.1348727675,0.1112734266,0.09261853776,0.07216773738,0.05562200049,0.04519868933,189038,14814,5445,4710,3474,2611,1926,1624,0,0.1,21.9,9,2020,38,1,False
2020-01-28,0.3253805262,0.1231935478,0.08334893278,0.06872971165,0.06053456039,0.05195921797,0.04339040554,0.03738788351,0.3309207605,0.1191343568,0.0774351635,0.06262287854,0.05501886547,0.0475214676,0.03974397895,0.03305794084,214986,16755,8361,6001,6071,4372,2827,2433,0,26.1,7.0,1,2020,5,1,False
2019-12-25,0.5638753659,0.3123534475,0.2284968144,0.184007046,0.1622250532,0.1455988493,0.1290226878,0.1168809908,0.569347291,0.3162273868,0.229722078,0.183428186,0.1617418997,0.147180386,0.1302908335,0.1170168643,360412,45501,24937,11683,10385,8419,7026,6453,0,0.1,3.8,12,2019,52,2,False
2021-05-11,0.3310328878,0.1738938437,0.1125914298,0.09729832116,0.08760709398,0.07380596882,0.06532676994,0.05679591265,0.3274761886,0.1741548578,0.1074782185,0.0920981815,0.08282995213,0.06852949371,0.06039782945,0.05124436466,185690,11921,5388,4724,4162,3031,2380,2460,0,21.3,17.9,5,2021,19,1,False
2020-10-15,0.3376869351,0.1732550957,0.1101435581,0.07766282342,0.05819411355,0.05007990431,0.0434007863,0.03717450023,0.343739576,0.1791262675,0.1101566569,0.07577141347,0.05712461324,0.04733020862,0.04181983886,0.03535692951,167035,16769,9579,4524,2650,2141,1970,1895,0,5.0,12.7,10,2020,42,3,False
2020-09-17,0.3688973064,0.1987274944,0.1359202714,0.1061419298,0.08393753855,0.07279618706,0.06023679062,0.04905929524,0.3766717726,0.2102422013,0.1416814744,0.1092686881,0.08730484175,0.07526217271,0.06228073173,0.04905154608,184417,15490,8906,4519,3114,2516,2012,1400,0,33.5,20.8,9,2020,38,3,False
2020-11-09,0.3405363583,0.175635045,0.1340840673,0.1134702941,0.09143839877,0.07651888342,0.06441384286,0.05338794347,0.3414385267,0.1783817267,0.1317499032,0.1107210608,0.0891598916,0.07447251258,0.06145760743,0.0504229578,183707,14302,10984,8631,5877,3949,3366,2570,0,0.0,7.1,11,2020,46,0,False
2020-02-03,0.3254800119,0.1286754424,0.0881626729,0.06518654979,0.05052509692,0.04250027059,0.03433669693,0.03218284429,0.3357494996,0.1347941423,0.08799548963,0.06364024055,0.04858761963,0.04152571776,0.03156171394,0.03032208633,183473,14756,9685,7372,4533,3242,2608,2006,0,0.2,2.1,2,2020,6,0,False
2021-01-18,0.2514644698,0.1253082493,0.09389627117,0.07502761809,0.05686774207,0.04491081058,0.03602720971,0.02898394224,0.2476545389,0.1267741827,0.09399244361,0.07289097418,0.05316942464,0.0410631269,0.03189511488,0.02476661883,139908,12221,9051,5534,3868,2374,2346,1327,0,17.5,-1.3,1,2021,3,0,False
2020-03-12,0.4120127539,0.1839643621,0.1073222533,0.072113375,0.05211310735,0.0427360385,0.03349751601,0.0256948375,0.4331910823,0.1925255369,0.1118841307,0.07762935801,0.05705430417,0.04473873756,0.03490229032,0.02568971538,204296,17489,8891,4892,2762,1815,1398,1067,1,0.0,6.7,3,2020,11,3,False
2021-03-05,0.2823323839,0.1435473831,0.09027526781,0.06734736906,0.05337502384,0.04482608456,0.04027363634,0.03416061765,0.2779583059,0.1438374326,0.08757417441,0.06498860509,0.05041082588,0.04206530931,0.03716155687,0.03089256536,175253,15323,7953,4459,3097,2356,1585,1213,0,1.3,8.9,3,2021,9,4,False
2020-09-01,0.3204158719,0.1471449257,0.08773736907,0.07092916702,0.05897210797,0.04714679109,0.03827692903,0.02847729371,0.3245464853,0.1523916591,0.09073884335,0.07202394505,0.05942148604,0.04659228901,0.03713475258,0.02614697177,212139,13948,5917,4301,2934,2794,2298,1650,0,10.3,25.6,9,2020,36,1,False
2021-03-15,0.2993808791,0.1432569975,0.1030540588,0.08085803023,0.0638552113,0.05150738412,0.03856832809,0.03239784463,0.2979570003,0.1470922365,0.1046652422,0.08092147436,0.06348468661,0.05081285613,0.03628383191,0.03034009972,170836,12593,9014,6380,4000,2693,2045,1409,0,4.0,10.7,3,2021,11,0,False
2019-09-22,0.368327591,0.1628487201,0.1163453978,0.09782364201,0.08454306507,0.06953631388,0.05545687227,0.0434388148,0.3816384967,0.1637278935,0.1160629202,0.09834320227,0.08411813802,0.06643785201,0.05160159305,0.03932512273,226240,13427,7865,6781,5983,5257,3354,1912,0,741.4,18.0,9,2019,38,6,True
2020-09-08,0.3368528805,0.1600420636,0.1055775559,0.08890514998,0.07244916016,0.05563686103,0.04096899392,0.03094032178,0.3501807656,0.1708039037,0.1125844915,0.09481943495,0.07688254728,0.05721215919,0.04037271208,0.02918470418,208173,11667,5243,4439,2990,2517,1361,1219,0,6.3,23.5,9,2020,37,1,False
2020-01-19,0.4606510827,0.2394072219,0.1739981215,0.139326631,0.1164560577,0.09725483546,0.08281659477,0.07021918992,0.4640573982,0.2377673024,0.1693125993,0.1342688918,0.1099913307,0.09036447045,0.07571702066,0.06340846698,234492,18557,9389,7150,5730,4657,3547,2153,0,0.9,2.6,1,2020,3,6,True
2021-04-16,0.3405523241,0.1885132421,0.134330794,0.1102036766,0.09278368387,0.07898027795,0.0721972349,0.06462631393,0.3369449702,0.1905987896,0.1319610999,0.1075801565,0.09147959971,0.07821485175,0.07114067015,0.06423479621,212619,19608,12853,9715,7571,4209,3925,2921,0,1.6,12.1,4,2021,15,4,False
2020-07-17,0.3833784955,0.201463514,0.1430543873,0.1144248462,0.09055057568,0.07397218863,0.0662570317,0.05784461911,0.3923391041,0.211839523,0.147959343,0.1186045517,0.09428505014,0.07565309004,0.06711136965,0.05824236698,251502,23149,13873,10180,8079,4971,3618,3738,0,3.2,23.2,7,2020,29,4,False
2020-05-10,0.4105398959,0.1812264327,0.1150136434,0.08200588505,0.06191495898,0.04658793837,0.0379199947,0.02990937511,0.4201870156,0.1957772602,0.1191310099,0.08139377732,0.06228720957,0.04665430182,0.03745974235,0.02856423971,234220,17971,9648,7690,5067,3181,2186,1221,0,4.5,15.3,5,2020,19,6,True
2021-02-26,0.3488828049,0.1889342757,0.1323039696,0.106885416,0.08434497583,0.06566241866,0.05654998674,0.05080332191,0.3430983672,0.1920190252,0.1300162907,0.1051993789,0.08190699044,0.06193000829,0.05348194935,0.04843111373,207374,22328,12902,11241,7256,4124,3305,3273,0,11.2,7.7,2,2021,8,4,False
2020-12-15,0.335796522,0.166503519,0.100321401,0.08357742739,0.06677133219,0.05264085921,0.04174510306,0.03666744476,0.3487594252,0.1768755055,0.1024806402,0.08447638627,0.06632983583,0.05093279111,0.03982991822,0.03452562835,171703,11643,5632,4059,3202,2632,1747,1585,1,0.0,-4.6,12,2020,51,1,False
2020-10-27,0.3480992597,0.1835964094,0.1164565018,0.1000540213,0.08491450335,0.06637583992,0.05573069295,0.04677340181,0.3514107347,0.1862737738,0.1136184261,0.09634249634,0.07997516748,0.0611977362,0.05168822669,0.04373219373,188382,14977,6884,4759,3993,3072,2171,1734,1,0.0,13.4,10,2020,44,1,False
2020-08-29,0.3769880816,0.1742758069,0.1172763973,0.09196682564,0.07512399134,0.06704247546,0.06323383813,0.06148494441,0.3796785896,0.1790959134,0.1184244969,0.09200108501,0.07298021184,0.06466243285,0.05987852439,0.05697062126,317904,30291,17344,14599,11239,7650,3673,3070,0,136.0,26.7,8,2020,35,5,True
2021-03-06,0.3570866206,0.1634044478,0.1068973339,0.07931024168,0.06179271855,0.04973652987,0.04102917863,0.03499017907,0.350906355,0.1620447402,0.102804976,0.07320331499,0.0565510474,0.04409317804,0.0358270404,0.02984520102,253773,26256,14599,10811,7429,4416,3335,2192,0,3.2,6.5,3,2021,9,5,True
2021-03-31,0.3455017547,0.174224679,0.1134590806,0.08274587474,0.07047016581,0.05996615741,0.04704579815,0.03720260297,0.3498257913,0.1814424601,0.1162344569,0.08365454623,0.07130569475,0.06164789356,0.04753683241,0.03758101703,188271,15977,8030,3604,3682,2708,2479,1853,1,0.0,13.1,3,2021,13,2,False
2020-05-01,0.5823081609,0.3165384589,0.2442216171,0.1996803151,0.1670379759,0.1420542199,0.1269102225,0.112546238,0.5848800433,0.3441158375,0.2620517951,0.210850353,0.1721132616,0.1464140735,0.1295496102,0.1133478231,375498,43078,28409,24521,16435,9440,8104,7443,0,0.0,19.9,5,2020,18,4,False
2019-10-11,0.3597791202,0.1553899533,0.09647339391,0.078967915,0.06211758703,0.04857973322,0.04421914638,0.04089765344,0.3782356601,0.1553804591,0.09661528944,0.07992372391,0.06152104667,0.04780582831,0.04262642483,0.03899360307,239250,18417,8521,7250,4704,3547,2674,2593,0,0.2,18.2,10,2019,41,4,False
2020-06-16,0.3552123642,0.1551989299,0.07983665208,0.06486285639,0.05226992041,0.03980437883,0.03072894365,0.02446821687,0.3761438958,0.1659011515,0.08481387231,0.06932505665,0.05519527478,0.04126485262,0.03141804687,0.02348796089,205117,13254,5070,4004,3196,2602,2162,1562,1,0.0,23.0,6,2020,25,1,False
2021-04-13,0.3229157141,0.1686759516,0.1099102283,0.09510955802,0.08194913258,0.06825197623,0.05817369646,0.04493753967,0.3166687558,0.1706396008,0.1089710216,0.09387174692,0.08253910068,0.06908495899,0.05952229164,0.04403608313,179305,12193,5426,4706,4118,3167,2568,2153,0,32.2,11.6,4,2021,15,1,False
2020-07-31,0.3564327205,0.1903866286,0.1352237488,0.1118208647,0.09531775163,0.08447251266,0.07823640739,0.07265158602,0.3686256251,0.2027838556,0.1427093863,0.1156502843,0.09559027378,0.08443907037,0.07742398458,0.07168950648,248854,22384,14090,11824,8778,5235,3557,3774,0,34.8,25.6,7,2020,31,4,False
2020-10-04,0.3334662884,0.1581173832,0.113126364,0.09522567936,0.08495024335,0.07503814435,0.06773820905,0.06294240203,0.3342224287,0.1597060657,0.1110559889,0.09201602725,0.08157417545,0.07056874686,0.06431428007,0.05972678406,237715,14508,7125,4370,3343,2464,1836,1183,0,6.1,18.1,10,2020,40,6,True
2020-02-25,0.3278711647,0.1389363095,0.07553331589,0.06417601161,0.05476677176,0.04887602004,0.04014076909,0.03208763629,0.3412217043,0.1442267339,0.07411908979,0.0612853704,0.04903483672,0.04156242903,0.03290729891,0.02558931735,171854,10503,4690,3916,3397,5188,2915,1786,0,261.8,8.3,2,2020,9,1,False
2020-08-16,0.5781217276,0.3216068071,0.2430964527,0.205077693,0.1793505309,0.1605943099,0.1445977798,0.130528598,0.5694874695,0.3301891616,0.2454214951,0.2029860638,0.1727031735,0.1518348103,0.1363695751,0.1226037643,410879,39622,23287,17211,12564,11109,8477,5049,0,0.1,27.6,8,2020,33,6,True
2020-04-01,0.3167793351,0.1170850929,0.05631890542,0.03556413812,0.02847750789,0.02475339939,0.01640474502,0.01240140682,0.3245231482,0.1175809992,0.05246376163,0.03139806452,0.02349543286,0.01805448615,0.01259756483,0.009912235581,191327,14190,6010,3747,2439,2007,1581,1181,0,8.8,11.2,4,2020,14,2,False
2021-05-18,0.340718101,0.1870605825,0.127341546,0.1101268159,0.09633844376,0.08324435129,0.07329978381,0.06343431148,0.334139753,0.1849247264,0.1219811162,0.1031907243,0.0891391784,0.0764503717,0.06663724831,0.0570926258,235129,19586,8267,6958,5940,4821,3990,3081,0,2.2,17.1,5,2021,20,1,False
2021-01-27,0.3222786026,0.1640062784,0.1013104094,0.07122309275,0.05923353909,0.05034755197,0.04122546692,0.03356547431,0.3243693206,0.1730646139,0.1046832188,0.07190274596,0.05890191499,0.04913234215,0.03969029331,0.0321768929,172448,14545,6632,3592,2494,2256,2026,1317,1,0.0,3.6,1,2021,4,2,False
2020-08-05,0.3820956497,0.2076477359,0.150622689,0.126484324,0.1137482802,0.1016115867,0.08985002187,0.08084388052,0.3930411976,0.2191152431,0.1546541411,0.1268973682,0.111896223,0.09866471713,0.08556290116,0.07502036863,226026,22414,10751,7518,5827,5966,4733,4148,0,176.4,26.5,8,2020,32,2,False
2020-10-22,0.3457401067,0.1859309469,0.1295096432,0.1005732274,0.07584125859,0.06359649123,0.0545279796,0.04348676827,0.3476880529,0.1884895881,0.1276992268,0.09609497736,0.0715121831,0.05845982349,0.05012726027,0.03827049256,183887,18884,10736,5408,2932,2377,2376,1807,0,14.7,13.9,10,2020,43,3,False
2020-03-29,0.4027160455,0.1672144992,0.1047105749,0.07224796564,0.05234783127,0.03932228878,0.02960728727,0.02148555229,0.4159203927,0.1794457935,0.1101972839,0.07360565063,0.05279801367,0.0388272176,0.02965040086,0.01995483863,267611,18967,9512,7022,5023,3764,2620,1259,0,0.5,7.9,3,2020,13,6,True
2020-12-25,0.5192611922,0.2928125549,0.2141344733,0.179818544,0.1518282537,0.1318837266,0.1198777375,0.1098890026,0.5257330867,0.3102187467,0.2252744589,0.1900189809,0.1589353903,0.1376955893,0.1232902254,0.1111987441,395086,43606,24849,20328,15253,8669,6470,6014,0,0.8,0.9,12,2020,52,4,False
2021-02-19,0.3472097172,0.1793826367,0.1201355741,0.09276130592,0.07048732228,0.05419586215,0.04688169329,0.04209184974,0.3439867424,0.1852566207,0.1208278617,0.09143594514,0.06827989349,0.05213394616,0.04523874663,0.04042277668,199082,19690,11213,8831,5494,3616,2094,1759,1,0.0,3.0,2,2021,7,4,False
2021-05-09,0.4587466931,0.2439637179,0.1747724043,0.1376021405,0.115333844,0.09952260414,0.08331556977,0.06987188027,0.4581444836,0.2513156389,0.1764791404,0.1379212269,0.1125578373,0.09586447648,0.07901063316,0.06529176041,265112,20716,12134,7736,5773,5418,4512,2499,1,0.0,16.2,5,2021,18,6,True
2021-01-17,0.3543474037,0.1753722552,0.1185542519,0.08575744249,0.06744049676,0.05394166431,0.04383291972,0.03469408057,0.3503083015,0.1773771619,0.1160225795,0.08117703335,0.06376593868,0.0502918666,0.03986071872,0.03027041571,205717,15148,7850,5561,3512,3008,2194,1120,0,2.6,-3.2,1,2021,2,6,True
2020-09-03,0.2994480469,0.1415815722,0.09078324848,0.06708005044,0.05349811797,0.0460784244,0.04046017389,0.03401112628,0.3051426482,0.1492050214,0.09460264348,0.06960662691,0.05494665999,0.0464363486,0.04073435461,0.03412375945,200933,13937,7061,3821,2260,1936,1658,1255,0,547.9,23.8,9,2020,36,3,False
2020-04-05,0.4249038904,0.1744014142,0.1087095333,0.07447328854,0.05362737327,0.04040139534,0.02888027026,0.02184932498,0.4333287379,0.1840604369,0.1138194285,0.07763949428,0.05585187734,0.04239313298,0.02945056206,0.02096556295,268890,19887,10134,6582,4372,3043,2239,1099,1,0.0,7.5,4,2020,14,6,True
2019-11-15,0.3698525844,0.1615264255,0.106350306,0.0821508109,0.06566387412,0.05203932317,0.04653894636,0.03984495129,0.3694086336,0.1491026421,0.09363964294,0.07238352309,0.0560051546,0.04329993062,0.03804481269,0.03069028421,227604,18612,12460,8823,5778,3541,2872,2570,0,23.8,7.0,11,2019,46,4,False
